序号,全称,级别,类型,级别标签,类型标签,组合标签,细分标签,上级,省,地理大区,备注
1006,湖州市政协,地级,地级市,地级,地级市,"地级政协,地级市政协",,湖州市,浙江省,华东,
1007,湖州市吴兴区政协,县级,市辖区,县级,市辖区,"县级政协,市辖区政协,区政协",,湖州市,浙江省,华东,
1008,湖州市南浔区政协,县级,市辖区,县级,市辖区,"县级政协,市辖区政协,区政协",,湖州市,浙江省,华东,
1009,湖州市德清县政协,县级,县,县级,县,"县级政协,县政协",,湖州市,浙江省,华东,
1010,湖州市长兴县政协,县级,县,县级,县,"县级政协,县政协",,湖州市,浙江省,华东,
1011,湖州市安吉县政协,县级,县,县级,县,"县级政协,县政协",,湖州市,浙江省,华东,
1012,绍兴市政协,地级,地级市,地级,地级市,"地级政协,地级市政协",,绍兴市,浙江省,华东,
1013,绍兴市越城区政协,县级,市辖区,县级,市辖区,"县级政协,市辖区政协,区政协",,绍兴市,浙江省,华东,
1014,绍兴市柯桥区政协,县级,市辖区,县级,市辖区,"县级政协,市辖区政协,区政协",,绍兴市,浙江省,华东,
1015,绍兴市上虞区政协,县级,市辖区,县级,市辖区,"县级政协,市辖区政协,区政协",,绍兴市,浙江省,华东,
1016,绍兴市新昌县政协,县级,县,县级,县,"县级政协,县政协",,绍兴市,浙江省,华东,
1017,绍兴市诸暨市政协,县级,县级市,县级,县级市,"县级政协,县级市政协",,绍兴市,浙江省,华东,
1018,绍兴市嵊州市政协,县级,县级市,县级,县级市,"县级政协,县级市政协",,绍兴市,浙江省,华东,
1019,金华市政协,地级,地级市,地级,地级市,"地级政协,地级市政协",,金华市,浙江省,华东,
1020,金华市婺城区政协,县级,市辖区,县级,市辖区,"县级政协,市辖区政协,区政协",,金华市,浙江省,华东,
1021,金华市金东区政协,县级,市辖区,县级,市辖区,"县级政协,市辖区政协,区政协",,金华市,浙江省,华东,
1022,金华市武义县政协,县级,县,县级,县,"县级政协,县政协",,金华市,浙江省,华东,
1023,金华市浦江县政协,县级,县,县级,县,"县级政协,县政协",,金华市,浙江省,华东,
1024,金华市磐安县政协,县级,县,县级,县,"县级政协,县政协",,金华市,浙江省,华东,
1025,金华市兰溪市政协,县级,县级市,县级,县级市,"县级政协,县级市政协",,金华市,浙江省,华东,
1026,金华市义乌市政协,县级,县级市,县级,县级市,"县级政协,县级市政协",,金华市,浙江省,华东,
1027,金华市东阳市政协,县级,县级市,县级,县级市,"县级政协,县级市政协",,金华市,浙江省,华东,
1028,金华市永康市政协,县级,县级市,县级,县级市,"县级政协,县级市政协",,金华市,浙江省,华东,
1029,衢州市政协,地级,地级市,地级,地级市,"地级政协,地级市政协",,衢州市,浙江省,华东,
1030,衢州市柯城区政协,县级,市辖区,县级,市辖区,"县级政协,市辖区政协,区政协",,衢州市,浙江省,华东,
1031,衢州市衢江区政协,县级,市辖区,县级,市辖区,"县级政协,市辖区政协,区政协",,衢州市,浙江省,华东,
1032,衢州市常山县政协,县级,县,县级,县,"县级政协,县政协",,衢州市,浙江省,华东,
1033,衢州市开化县政协,县级,县,县级,县,"县级政协,县政协",,衢州市,浙江省,华东,
1034,衢州市龙游县政协,县级,县,县级,县,"县级政协,县政协",,衢州市,浙江省,华东,
1035,衢州市江山市政协,县级,县级市,县级,县级市,"县级政协,县级市政协",,衢州市,浙江省,华东,
1036,舟山市政协,地级,地级市,地级,地级市,"地级政协,地级市政协",,舟山市,浙江省,华东,
1037,舟山市定海区政协,县级,市辖区,县级,市辖区,"县级政协,市辖区政协,区政协",,舟山市,浙江省,华东,
1038,舟山市普陀区政协,县级,市辖区,县级,市辖区,"县级政协,市辖区政协,区政协",,舟山市,浙江省,华东,
1039,舟山市岱山县政协,县级,县,县级,县,"县级政协,县政协",,舟山市,浙江省,华东,
1040,舟山市嵊泗县政协,县级,县,县级,县,"县级政协,县政协",,舟山市,浙江省,华东,
1041,台州市政协,地级,地级市,地级,地级市,"地级政协,地级市政协",,台州市,浙江省,华东,
1042,台州市椒江区政协,县级,市辖区,县级,市辖区,"县级政协,市辖区政协,区政协",,台州市,浙江省,华东,
1043,台州市黄岩区政协,县级,市辖区,县级,市辖区,"县级政协,市辖区政协,区政协",,台州市,浙江省,华东,
1044,台州市路桥区政协,县级,市辖区,县级,市辖区,"县级政协,市辖区政协,区政协",,台州市,浙江省,华东,
1045,台州市三门县政协,县级,县,县级,县,"县级政协,县政协",,台州市,浙江省,华东,
1046,台州市天台县政协,县级,县,县级,县,"县级政协,县政协",,台州市,浙江省,华东,
1047,台州市仙居县政协,县级,县,县级,县,"县级政协,县政协",,台州市,浙江省,华东,
1048,台州市温岭市政协,县级,县级市,县级,县级市,"县级政协,县级市政协",,台州市,浙江省,华东,
1049,台州市临海市政协,县级,县级市,县级,县级市,"县级政协,县级市政协",,台州市,浙江省,华东,
1050,台州市玉环市政协,县级,县级市,县级,县级市,"县级政协,县级市政协",,台州市,浙江省,华东,
1051,丽水市政协,地级,地级市,地级,地级市,"地级政协,地级市政协",,丽水市,浙江省,华东,
1052,丽水市莲都区政协,县级,市辖区,县级,市辖区,"县级政协,市辖区政协,区政协",,丽水市,浙江省,华东,
1053,丽水市青田县政协,县级,县,县级,县,"县级政协,县政协",,丽水市,浙江省,华东,
1054,丽水市缙云县政协,县级,县,县级,县,"县级政协,县政协",,丽水市,浙江省,华东,
1055,丽水市遂昌县政协,县级,县,县级,县,"县级政协,县政协",,丽水市,浙江省,华东,
1056,丽水市松阳县政协,县级,县,县级,县,"县级政协,县政协",,丽水市,浙江省,华东,
1057,丽水市云和县政协,县级,县,县级,县,"县级政协,县政协",,丽水市,浙江省,华东,
1058,丽水市庆元县政协,县级,县,县级,县,"县级政协,县政协",,丽水市,浙江省,华东,
1059,丽水市景宁畲族自治县政协,县级,自治县,县级,自治县,"县级政协,自治县政协",,丽水市,浙江省,华东,
1060,丽水市龙泉市政协,县级,县级市,县级,县级市,"县级政协,县级市政协",,丽水市,浙江省,华东,
1061,安徽省政协,省级,省,省级,省,"省级政协,省政协",,,安徽省,华东,
1062,合肥市政协,地级,地级市,地级,地级市,"地级政协,地级市政协",,合肥市,安徽省,华东,
1063,合肥市瑶海区政协,县级,市辖区,县级,市辖区,"县级政协,市辖区政协,区政协",,合肥市,安徽省,华东,
1064,合肥市庐阳区政协,县级,市辖区,县级,市辖区,"县级政协,市辖区政协,区政协",,合肥市,安徽省,华东,
1065,合肥市蜀山区政协,县级,市辖区,县级,市辖区,"县级政协,市辖区政协,区政协",,合肥市,安徽省,华东,
1066,合肥市包河区政协,县级,市辖区,县级,市辖区,"县级政协,市辖区政协,区政协",,合肥市,安徽省,华东,
1067,合肥市长丰县政协,县级,县,县级,县,"县级政协,县政协",,合肥市,安徽省,华东,
1068,合肥市肥东县政协,县级,县,县级,县,"县级政协,县政协",,合肥市,安徽省,华东,
1069,合肥市肥西县政协,县级,县,县级,县,"县级政协,县政协",,合肥市,安徽省,华东,
1070,合肥市庐江县政协,县级,县,县级,县,"县级政协,县政协",,合肥市,安徽省,华东,
1071,合肥市合肥高新技术产业开发区政协,县级,市辖区,县级,市辖区,"县级政协,市辖区政协,区政协",,合肥市,安徽省,华东,疑似功能区（含「开发区」），通常无独立政协委员会，请核实
1072,合肥市合肥经济技术开发区政协,县级,市辖区,县级,市辖区,"县级政协,市辖区政协,区政协",,合肥市,安徽省,华东,疑似功能区（含「开发区」），通常无独立政协委员会，请核实
1073,合肥市合肥新站高新技术产业开发区政协,县级,市辖区,县级,市辖区,"县级政协,市辖区政协,区政协",,合肥市,安徽省,华东,疑似功能区（含「开发区」），通常无独立政协委员会，请核实
1074,合肥市巢湖市政协,县级,县级市,县级,县级市,"县级政协,县级市政协",,合肥市,安徽省,华东,
1075,芜湖市政协,地级,地级市,地级,地级市,"地级政协,地级市政协",,芜湖市,安徽省,华东,
1076,芜湖市镜湖区政协,县级,市辖区,县级,市辖区,"县级政协,市辖区政协,区政协",,芜湖市,安徽省,华东,
1077,芜湖市鸠江区政协,县级,市辖区,县级,市辖区,"县级政协,市辖区政协,区政协",,芜湖市,安徽省,华东,
1078,芜湖市弋江区政协,县级,市辖区,县级,市辖区,"县级政协,市辖区政协,区政协",,芜湖市,安徽省,华东,
1079,芜湖市湾沚区政协,县级,市辖区,县级,市辖区,"县级政协,市辖区政协,区政协",,芜湖市,安徽省,华东,
1080,芜湖市繁昌区政协,县级,市辖区,县级,市辖区,"县级政协,市辖区政协,区政协",,芜湖市,安徽省,华东,
1081,芜湖市南陵县政协,县级,县,县级,县,"县级政协,县政协",,芜湖市,安徽省,华东,
1082,芜湖市芜湖经济技术开发区政协,县级,市辖区,县级,市辖区,"县级政协,市辖区政协,区政协",,芜湖市,安徽省,华东,疑似功能区（含「开发区」），通常无独立政协委员会，请核实
1083,芜湖市安徽芜湖三山经济开发区政协,县级,市辖区,县级,市辖区,"县级政协,市辖区政协,区政协",,芜湖市,安徽省,华东,疑似功能区（含「开发区」），通常无独立政协委员会，请核实
1084,芜湖市无为市政协,县级,县级市,县级,县级市,"县级政协,县级市政协",,芜湖市,安徽省,华东,
1085,蚌埠市政协,地级,地级市,地级,地级市,"地级政协,地级市政协",,蚌埠市,安徽省,华东,
1086,蚌埠市龙子湖区政协,县级,市辖区,县级,市辖区,"县级政协,市辖区政协,区政协",,蚌埠市,安徽省,华东,
1087,蚌埠市蚌山区政协,县级,市辖区,县级,市辖区,"县级政协,市辖区政协,区政协",,蚌埠市,安徽省,华东,
1088,蚌埠市禹会区政协,县级,市辖区,县级,市辖区,"县级政协,市辖区政协,区政协",,蚌埠市,安徽省,华东,
1089,蚌埠市淮上区政协,县级,市辖区,县级,市辖区,"县级政协,市辖区政协,区政协",,蚌埠市,安徽省,华东,
1090,蚌埠市怀远县政协,县级,县,县级,县,"县级政协,县政协",,蚌埠市,安徽省,华东,
1091,蚌埠市五河县政协,县级,县,县级,县,"县级政协,县政协",,蚌埠市,安徽省,华东,
1092,蚌埠市固镇县政协,县级,县,县级,县,"县级政协,县政协",,蚌埠市,安徽省,华东,
1093,蚌埠市蚌埠市高新技术开发区政协,县级,市辖区,县级,市辖区,"县级政协,市辖区政协,区政协",,蚌埠市,安徽省,华东,疑似功能区（含「开发区」），通常无独立政协委员会，请核实
1094,蚌埠市蚌埠市经济开发区政协,县级,市辖区,县级,市辖区,"县级政协,市辖区政协,区政协",,蚌埠市,安徽省,华东,疑似功能区（含「开发区」），通常无独立政协委员会，请核实
1095,淮南市政协,地级,地级市,地级,地级市,"地级政协,地级市政协",,淮南市,安徽省,华东,
1096,淮南市大通区政协,县级,市辖区,县级,市辖区,"县级政协,市辖区政协,区政协",,淮南市,安徽省,华东,
1097,淮南市田家庵区政协,县级,市辖区,县级,市辖区,"县级政协,市辖区政协,区政协",,淮南市,安徽省,华东,
1098,淮南市谢家集区政协,县级,市辖区,县级,市辖区,"县级政协,市辖区政协,区政协",,淮南市,安徽省,华东,
1099,淮南市八公山区政协,县级,市辖区,县级,市辖区,"县级政协,市辖区政协,区政协",,淮南市,安徽省,华东,
1100,淮南市潘集区政协,县级,市辖区,县级,市辖区,"县级政协,市辖区政协,区政协",,淮南市,安徽省,华东,
1101,淮南市凤台县政协,县级,县,县级,县,"县级政协,县政协",,淮南市,安徽省,华东,
1102,淮南市寿县政协,县级,县,县级,县,"县级政协,县政协",,淮南市,安徽省,华东,
1103,马鞍山市政协,地级,地级市,地级,地级市,"地级政协,地级市政协",,马鞍山市,安徽省,华东,
1104,马鞍山市花山区政协,县级,市辖区,县级,市辖区,"县级政协,市辖区政协,区政协",,马鞍山市,安徽省,华东,
1105,马鞍山市雨山区政协,县级,市辖区,县级,市辖区,"县级政协,市辖区政协,区政协",,马鞍山市,安徽省,华东,
1106,马鞍山市博望区政协,县级,市辖区,县级,市辖区,"县级政协,市辖区政协,区政协",,马鞍山市,安徽省,华东,
1107,马鞍山市当涂县政协,县级,县,县级,县,"县级政协,县政协",,马鞍山市,安徽省,华东,
1108,马鞍山市含山县政协,县级,县,县级,县,"县级政协,县政协",,马鞍山市,安徽省,华东,
1109,马鞍山市和县政协,县级,县,县级,县,"县级政协,县政协",,马鞍山市,安徽省,华东,
1110,淮北市政协,地级,地级市,地级,地级市,"地级政协,地级市政协",,淮北市,安徽省,华东,
1111,淮北市杜集区政协,县级,市辖区,县级,市辖区,"县级政协,市辖区政协,区政协",,淮北市,安徽省,华东,
1112,淮北市相山区政协,县级,市辖区,县级,市辖区,"县级政协,市辖区政协,区政协",,淮北市,安徽省,华东,
1113,淮北市烈山区政协,县级,市辖区,县级,市辖区,"县级政协,市辖区政协,区政协",,淮北市,安徽省,华东,
1114,淮北市濉溪县政协,县级,县,县级,县,"县级政协,县政协",,淮北市,安徽省,华东,
